model,task,value
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.78
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.75
mistral,prob_A,0.85
mistral,prob_A,0.85
mistral,prob_A,0.8
mistral,prob_A,0.85
mistral,prob_A,0.75
mistral,prob_A,0.8
mistral,prob_A,0.75
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.25
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.2
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
mistral,prob_A_given_not_B,0.1
mistral,prob_A_given_not_B,0.15
